jyut  ,rank,ch
lyut3 ,5875,埒
m2    ,6076,呣
m4    ,3129,唔
maa1  ,0780,媽
maa1  ,0797,嗎
maa1  ,3533,螞
maa1  ,3599,嬤
maa1  ,6313,嚜
maa1  ,6631,孖
maa3  ,1819,嘛
maa4  ,1216,麻
maa4  ,3990,蟆
maa4  ,7349,痲
maa5  ,0348,馬
maa5  ,1469,碼
maa5  ,2579,瑪
maa6  ,1744,罵
maa6  ,6182,禡
maai4 ,1716,埋
maai4 ,5023,霾
maai5 ,0881,買
maai6 ,1079,賣
maai6 ,1892,邁
maai6 ,6072,勱
maak3 ,5224,擘
maan4 ,2340,蠻
maan4 ,2964,蔓
maan4 ,3541,饅
maan4 ,3801,鰻
maan4 ,4799,謾
maan4 ,6154,熳
maan4 ,6566,鬘
maan5 ,0835,晚
maan5 ,4974,娩
maan6 ,0324,萬
maan6 ,0885,慢
maan6 ,1776,曼
maan6 ,1778,漫
maan6 ,4166,幔
maan6 ,4976,嫚
maan6 ,5301,墁
maan6 ,5348,縵
maan6 ,6401,澫
maang4,2207,盲
maang4,2527,氓
maang5,1541,猛
maang5,2523,錳
maang5,5999,蜢
maang5,6204,艋
maang6,1802,孟
maau1 ,2548,貓
maau4 ,0840,矛
maau4 ,2156,茅
maau4 ,2636,錨
maau4 ,5856,髳
maau4 ,6485,蝥
maau4 ,6487,蟊
maau5 ,3181,牡
maau5 ,3928,卯
maau5 ,4286,鉚
maau5 ,5923,泖
maau5 ,6467,茆
maau6 ,1645,貌
maau6 ,7513,𠒇
mai4  ,1601,迷
mai4  ,3269,醚
mai4  ,3283,謎
mai4  ,6915,蛑
mai5  ,0351,米
mai5  ,4836,弭
mai5  ,6688,敉
mai6  ,5661,袂
mak1  ,4397,嘜
mak6  ,1054,麥
mak6  ,1251,脈
mak6  ,1419,墨
mak6  ,1432,默
mak6  ,2931,陌
mak6  ,3974,驀
mak6  ,5973,纆
mak6  ,6233,貊
mak6  ,6956,貘
mak6  ,7008,霢
mak6  ,7393,銆
man1  ,3173,蚊
man1  ,4272,燜
man1  ,5325,炆
man4  ,0061,民
man4  ,0197,文
man4  ,1166,聞
man4  ,1406,紋
man4  ,2733,雯
man4  ,3788,汶
man4  ,4403,旻
man4  ,4707,忞
man4  ,4833,岷
man4  ,5634,笢
man4  ,6268,閿
man4  ,7351,玟
man5  ,1621,敏
man5  ,2314,閩
man5  ,2669,吻
man5  ,3218,閔
man5  ,4139,憫
man5  ,4241,抿
man5  ,4846,泯
man5  ,5545,刎
man5  ,5704,鰶
man5  ,6400,澠
man5  ,6667,愍
man5  ,6732,湣
man5  ,7068,黽
man5  ,7350,抆
man6  ,0166,問
mang4 ,0940,盟
mang4 ,2126,萌
mang4 ,6783,甍
mat1  ,6292,乜
mat6  ,0085,物
mat6  ,0524,密
mat6  ,2094,勿
mat6  ,2478,蜜
mat6  ,3011,襪
mat6  ,4763,嘧
mat6  ,4940,謐
mau1  ,6079,哞
mau1  ,7352,踎
mau4  ,1110,謀
mau4  ,3589,牟
mau4  ,4368,眸
mau4  ,4370,繆
mau5  ,0596,某
mau5  ,1308,畝
mau6  ,1234,貿
mau6  ,2259,謬
mau6  ,2320,茂
mau6  ,3784,懋
mau6  ,5263,袤
me1   ,5975,羋
me1   ,6077,咩
mei1  ,3138,眯
mei1  ,4858,瞇
mei1  ,7353,屘
mei4  ,0681,微
mei4  ,1711,眉
mei4  ,2228,彌
mei4  ,3107,楣
mei4  ,3446,薇
mei4  ,3592,糜
mei4  ,4332,湄
mei4  ,5147,溦
mei4  ,5417,嵋
mei4  ,5791,縻
mei4  ,5810,蘼
mei4  ,6024,郿
mei4  ,6050,麋
mei4  ,6746,瀰
mei4  ,7355,瑂
mei4  ,7356,黴
mei5  ,0303,美
mei5  ,1288,尾
mei5  ,2333,鎂
mei5  ,2633,娓
mei5  ,3654,靡
mei5  ,6583,亹
mei5  ,6744,濔
mei5  ,7354,渼
mei6  ,0654,未
mei6  ,0768,味
mei6  ,3019,媚
mei6  ,3271,魅
mei6  ,4296,寐
mei6  ,6730,沬
mi1   ,3667,咪
mik6  ,2883,冪
mik6  ,3431,覓
min4  ,0905,棉
min4  ,2270,眠
min4  ,2294,綿
min5  ,0876,免
min5  ,2471,勉
min5  ,2494,緬
min5  ,3691,冕
min5  ,4432,靦
min5  ,5245,眄
min5  ,5606,湎
min5  ,5757,沔
min5  ,6666,愐
min5  ,7041,鮸
min6  ,0054,面
min6  ,1753,麵
ming4 ,0144,明
ming4 ,0341,名
ming4 ,1687,鳴
ming4 ,2593,銘
ming4 ,4489,瞑
ming4 ,4871,螟
ming4 ,4938,蓂
ming4 ,5449,溟
ming4 ,5602,洺
ming5 ,3191,皿
ming5 ,3545,冥
ming5 ,3772,茗
ming5 ,7357,酩
ming6 ,0158,命
mit6  ,1004,滅
mit6  ,2274,蔑
mit6  ,4337,篾
mit6  ,7359,衊
miu1  ,6082,喵
miu4  ,0981,苗
miu4  ,1382,描
miu4  ,3811,瞄
miu5  ,1644,秒
miu5  ,3334,渺
miu5  ,4069,藐
miu5  ,4660,杳
miu5  ,4790,緲
miu5  ,5235,淼
miu5  ,5678,邈
miu5  ,6432,眇
miu5  ,6703,杪
miu6  ,1698,廟
miu6  ,1806,妙
mo1   ,0148,麼
mo1   ,1362,摩
mo1   ,2508,魔
mo1   ,3953,么
mo1   ,7361,嚤
mo2   ,1566,摸
mo4   ,1144,磨
mo4   ,3814,蘑
mo4   ,4199,饃
mok1  ,1204,剝
mok6  ,1312,莫
mok6  ,1383,膜
mok6  ,1440,幕
mok6  ,2081,漠
mok6  ,3042,寞
mok6  ,5687,鏌
mok6  ,6793,瘼
mong4 ,1084,忙
mong4 ,1302,亡
mong4 ,1345,忘
mong4 ,2181,茫
mong4 ,2380,芒
mong4 ,5995,虻
mong4 ,6974,邙
mong5 ,1256,網
mong5 ,2106,妄
mong5 ,2732,莽
mong5 ,4087,惘
mong5 ,4221,蟒
mong5 ,4613,罔
mong5 ,5238,漭
mong5 ,6014,輞
mong5 ,7360,魍
mong6 ,0523,望
mou4  ,0171,無
mou4  ,0451,毛
mou4  ,0726,模
mou4  ,1973,誣
mou4  ,2933,巫
mou4  ,3245,蕪
mou4  ,3264,摹
mou4  ,3399,毋
mou4  ,3775,謨
mou4  ,4047,髦
mou4  ,4768,嫵
mou4  ,5357,芼
mou4  ,5597,氂
mou4  ,6102,廡
mou4  ,6362,旄
mou4  ,6628,嫫
mou5  ,0568,武
mou5  ,0732,母
mou5  ,1257,舞
mou5  ,1754,姆
mou5  ,2723,拇
mou5  ,2742,侮
mou5  ,4446,憮
mou5  ,4672,碔
mou5  ,6047,鵡
mou5  ,6148,潕
mou5  ,6588,冇
mou6  ,0322,務
mou6  ,1649,冒
mou6  ,1671,帽
mou6  ,1752,霧
mou6  ,2153,墓
mou6  ,2395,慕
mou6  ,2715,戊
mou6  ,2865,暮
mou6  ,2894,募
mou6  ,4703,婺
mou6  ,5854,騖
mou6  ,5860,鶩
mou6  ,6775,瑁
mou6  ,6800,眊
mui4  ,0848,煤
mui4  ,1445,梅
mui4  ,1815,霉
mui4  ,2549,媒
mui4  ,2624,枚
mui4  ,2935,玫
mui4  ,5359,莓
mui4  ,6866,脢
mui5  ,0325,每
mui6  ,1484,妹
mui6  ,3096,昧
muk6  ,0326,目
muk6  ,0538,木
muk6  ,1328,牧
muk6  ,1868,穆
muk6  ,3118,睦
muk6  ,3394,鉬
muk6  ,4116,沐
muk6  ,7365,苜
muk6  ,7366,霂
mun1  ,6554,顢
mun4  ,0025,們
mun4  ,0262,門
mun4  ,3090,瞞
mun4  ,4840,捫
mun4  ,5181,蹣
mun4  ,6536,鍆
mun5  ,0484,滿
mun6  ,1985,悶
mun6  ,4240,懣
mung1 ,3265,檬
mung2 ,5311,懵
mung4 ,1281,蒙
mung4 ,3413,朦
mung4 ,3966,濛
mung4 ,4009,矇
mung4 ,6367,曚
mung4 ,6439,礞
mung4 ,6652,幪
mung4 ,7062,鸏
mung5 ,7364,蠓
mung6 ,1307,夢
mut3  ,1961,抹
mut3  ,2050,沫
mut3  ,5470,秣
mut6  ,0160,沒
mut6  ,0921,末
mut6  ,3663,茉
mut6  ,5850,靺
mut6  ,6136,歿
mut6  ,6325,妺
mx1   ,7367,Ｍ
naa2  ,7368,乸
naa4  ,0790,拿
naa4  ,3669,娜
naa4  ,7310,嗱
naa5  ,0121,那
naa5  ,0739,哪
naai5 ,1446,奶
naai5 ,1616,乃
naai5 ,3675,氖
naai5 ,5115,鼐
naai5 ,5831,迺
naai5 ,7369,釢
naam4 ,0259,南
naam4 ,1187,男
naam4 ,2995,喃
naam4 ,3287,楠
naam4 ,4295,囡
naam4 ,5040,囝
naam4 ,5811,蝻
naam5 ,6867,腩
naan4 ,0399,難
naan5 ,5824,赧
naap6 ,1047,納
naap6 ,1405,鈉
naap6 ,3122,吶
naap6 ,7371,衲
naap6 ,7372,魶
naat6 ,4054,捺
naau4 ,2460,撓
naau4 ,4807,鐃
naau4 ,4963,呶
naau4 ,6767,猱
naau6 ,1551,鬧
naau6 ,4664,淖
nai4  ,1072,泥
nam5  ,5248,稔
nan2  ,7370,撚
nang4 ,0044,能
nat6  ,3835,訥
nat6  ,6863,肭
nau1  ,7373,嬲
nau2  ,1720,扭
nau2  ,2293,紐
nau2  ,2371,朽
nau2  ,3049,鈕
nau2  ,3782,妞
nau2  ,4443,忸
nau2  ,6416,狃
nau6  ,3708,檽
nau6  ,5977,耨
ne1   ,0509,呢
nei4  ,0901,尼
nei4  ,3370,妮
nei4  ,5379,鈮
nei4  ,6105,怩
nei4  ,6817,禰
nei5  ,0143,你
nei5  ,1181,您
nei5  ,5057,旎
nei5  ,7374,妳
nei6  ,1993,餌
nei6  ,2717,膩
neoi5 ,0512,女
neoi5 ,4346,餒
neoi5 ,6253,釹
neot6 ,7059,鷸
ng2   ,2779,嗯
ng4   ,1175,吳
ng4   ,1913,吾
ng4   ,3786,梧
ng4   ,4464,蜈
ng4   ,4958,鼯
ng4   ,5446,浯
ng4   ,5950,痦
ng5   ,0188,五
ng5   ,1164,午
ng5   ,1417,伍
ng5   ,5569,忤
ng5   ,6158,牾
ng5   ,6294,仵
ng6   ,0804,誤
ng6   ,1989,悟
ng6   ,3021,晤
ng6   ,6633,寤
ng6   ,6750,焐
nga5  ,7377,蕥
ngaa3 ,0542,亞
ngaa4 ,1401,牙
ngaa4 ,1470,芽
ngaa4 ,2652,衙
ngaa4 ,3083,蚜
ngaa4 ,4696,伢
ngaa4 ,7376,枒
ngaa5 ,1057,瓦
ngaa5 ,1921,雅
ngaa5 ,5196,佤
ngaa5 ,5623,疋
ngaa6 ,3195,訝
ngaa6 ,4065,砑
ngaa6 ,6517,迓
ngaai4,2090,挨
ngaai4,2441,崖
ngaai4,3160,涯
ngaai4,5467,睚
ngaai4,7378,捱
ngaai6,2480,艾
ngaai6,4699,刈
ngaai6,5119,乂
ngaak6,0972,額
ngaak6,7076,詻
ngaam1,7077,啱
ngaam4,0989,岩
ngaam4,2827,癌
ngaam4,4834,嵒
ngaam4,7078,巖
ngaan3,4209,晏
ngaan4,1342,顏
ngaan5,0459,眼
ngaan6,3026,雁
ngaap3,1650,鴨
ngaat3,0278,壓
ngaau4,2575,肴
ngaau4,2867,淆
ngaau4,3633,餚
ngaau4,6336,崤
ngaau4,6381,殽
ngaau4,6413,爻
ngaau5,1767,咬
ngai2 ,2077,矮
ngai4 ,0948,危
ngai4 ,3057,巍
ngai4 ,3736,倪
ngai4 ,4287,霓
ngai4 ,4705,嵬
ngai4 ,6764,猊
ngai4 ,7042,鯢
ngai5 ,3684,蟻
ngai5 ,5485,艤
ngai5 ,5849,隗
ngai6 ,0519,藝
ngai6 ,1494,魏
ngai6 ,1833,毅
ngai6 ,1836,偽
ngai6 ,3328,羿
ngai6 ,4097,詣
ngai6 ,4994,睨
ngai6 ,5714,囈
ngai6 ,5990,蓺
ngam3 ,1056,暗
ngan1 ,7464,奀
ngan4 ,0784,銀
ngan4 ,3085,垠
ngan4 ,5128,嚚
ngan4 ,6026,鄞
ngan4 ,6418,狺
ngang6,1087,硬 
ngap1 ,7466,噏
ngat6 ,3805,屹
ngat6 ,3996,兀
ngat6 ,6369,杌
ngat6 ,6547,阢
ngat6 ,6596,卼
ngau1 ,1036,歐
ngau1 ,1745,勾
ngau1 ,2059,鉤
ngau1 ,7080,鈎
ngau4 ,0926,牛
ngau5 ,1571,偶
ngau5 ,2756,耦
ngau5 ,4016,藕
ngo4  ,1255,俄
ngo4  ,2096,吪
ngo4  ,2433,哦
ngo4  ,2487,鵝
ngo4  ,2996,娥
ngo4  ,3144,峨
ngo4  ,4190,蛾
ngo4  ,4250,訛
ngo4  ,5654,莪
ngo4  ,6989,鋨
ngo5  ,0017,我
ngo6  ,2065,餓
ngo6  ,2151,臥
ngoi3 ,0579,愛
ngoi3 ,5775,璦
ngoi4 ,1606,呆
ngoi4 ,7074,騃
ngoi4 ,7136,獃
ngoi6 ,0116,外
ngoi6 ,1502,礙
ngok3 ,1043,惡
ngok3 ,4440,噩
ngok3 ,7388,噁
ngok6 ,2341,鄂
ngok6 ,2386,岳
ngok6 ,3470,鍔
ngok6 ,3828,愕
ngok6 ,4129,萼
ngok6 ,4386,顎
ngok6 ,4474,齶
ngok6 ,5016,諤
ngok6 ,5134,嶽
ngok6 ,5289,鱷
ngok6 ,5859,鶚
ngon1 ,0316,安
ngon1 ,1954,胺
ngon1 ,2513,銨
ngon3 ,0563,案
ngon6 ,1229,岸
ngong1,4200,骯
ngong4,1956,昂
ngong6,5573,戇
ngou1 ,4477,嗷
ngou3 ,6646,嶴
ngou4 ,2673,熬
ngou4 ,2871,鰲
ngou4 ,4914,敖
ngou4 ,4935,翱
ngou4 ,5381,鏖
ngou4 ,6018,遨
ngou4 ,6167,璈
ngou4 ,6564,驁
ngou4 ,6755,爊
ngou4 ,7379,聱
ngou4 ,7380,鼇
ngou6 ,2528,傲
nguk1 ,0950,屋
nik1  ,3395,匿
nik1  ,3984,溺
nik1  ,4518,昵
nik1  ,6670,慝
nik1  ,7382,暱
nim1  ,1615,粘
nim1  ,1800,黏
nim1  ,3308,拈
nim2  ,2078,捻
nim4  ,4631,鯰
nim6  ,0728,念
nim6  ,2981,唸
nin4  ,0039,年
nin5  ,3252,碾
nin5  ,5603,涊
nin5  ,5827,蹍
ning4 ,0845,寧
ning4 ,4204,嚀
ning4 ,4212,獰
ning4 ,4282,苧
ning4 ,5993,薴
ning4 ,6861,聹
ning4 ,7381,甯
ning6 ,3965,濘
ning6 ,5705,佞
nip1  ,2974,鎳
nip6  ,2525,捏
nip6  ,2739,涅
nip6  ,2830,聶
nip6  ,4153,躡
nip6  ,4196,鑷
nip6  ,5694,顳
nip6  ,7005,隉
niu5  ,1710,鳥
niu5  ,4192,裊
niu5  ,6221,褭
niu5  ,6899,蔦
niu5  ,7383,嫋
niu5  ,7384,嬝
niu6  ,2161,尿
no4   ,2489,挪
no4   ,6299,儺
no6   ,3958,懦
no6   ,7386,糯
noeng4,0938,娘
noeng4,7375,孃
noi6  ,0138,內
noi6  ,0963,耐
noi6  ,2277,奈
noi6  ,6296,倷
nok6  ,1967,諾
nong4 ,2309,囊
nong4 ,4416,瓤
nong4 ,4641,囔
nong5 ,6360,攮
nou4  ,1235,奴
nou4  ,4084,孥
nou4  ,5304,帑
nou4  ,6560,駑
nou5  ,1023,努
nou5  ,1033,腦
nou5  ,2502,惱
nou5  ,4246,瑙
nou5  ,4648,弩
nou5  ,5957,砮
nou6  ,1614,怒
nuk6  ,6932,衄
nung4 ,0236,農
nung4 ,0994,濃
nung4 ,3445,膿
nung4 ,4640,噥
nung4 ,5399,儂
nung4 ,5962,穠
nung6 ,1351,弄
nx1   ,7387,Ｎ
nyun5 ,1596,暖
nyun6 ,1679,嫩
o1    ,1481,柯
o1    ,3650,軻
o1    ,4601,珂
o1    ,4907,屙
o1    ,5302,婀
o2    ,6086,嚄
oi1   ,2047,哀
oi2   ,2976,噯
oi2   ,3647,藹
oi2   ,4690,靄
oi2   ,5226,曖
oi2   ,6138,毐
oi2   ,6551,靉
oi3   ,6906,薆
ok3   ,4969,堊
on1   ,1299,氨
on1   ,2591,桉
on1   ,3154,鞍
on3   ,0461,按
on3   ,5740,摁
ong3  ,4092,盎
ou2   ,3293,襖
ou2   ,6626,媼
ou3   ,1686,奧
ou3   ,2291,澳
ou3   ,3763,懊
ox1   ,7390,Ｏ
paa1  ,4152,趴
paa3  ,0886,怕
paa4  ,1637,爬
paa4  ,2554,耙
paa4  ,2654,扒
paa4  ,4180,琶
paa4  ,4912,掱
paa4  ,6701,朳
paa4  ,7392,杷
paai3 ,0466,派
paai3 ,6896,蒎
paai4 ,0550,排
paai4 ,1598,牌
paai4 ,4548,俳
paak1 ,3821,啪
paak3 ,1408,拍
paak3 ,2013,泊
paak3 ,2075,柏
paak3 ,2588,帕
paak3 ,2821,魄
paak3 ,4856,珀
paan1 ,2364,攀
paan1 ,2829,扳
paan3 ,2378,盼
paan3 ,6935,袢
paan3 ,6943,襻
paang1,2135,烹
paang1,3232,抨
paang4,1862,棚
paang4,1863,膨
paang4,2067,彭
paang4,2420,鵬
paang4,3192,硼
paang4,3678,澎
paang4,6002,蟛
paang5,1714,棒
paau1 ,1813,拋
paau2 ,0655,跑
paau3 ,1168,炮
paau3 ,1322,泡
paau3 ,3012,豹
paau3 ,5509,趵
paau3 ,6175,皰
paau3 ,7395,砲
paau4 ,2282,刨
paau4 ,3957,咆
paau4 ,5730,庖
paau4 ,6593,匏
pai1  ,0525,批
pai5  ,7084,睥
pan3  ,1259,噴
pan4  ,0727,頻
pan4  ,1359,貧
pan4  ,7018,顰
pan4  ,7394,玭
pan5  ,6157,牝
pang4 ,1333,朋
pang4 ,1690,憑
pat1  ,2130,匹
pau2  ,5329,瓿
pau4  ,6114,掊
pau4  ,6676,抔
pei1  ,2209,披
pei1  ,4510,呸
pei1  ,4559,砒
pei1  ,4886,鈹
pei1  ,4921,狉
pei1  ,5292,丕
pei1  ,5395,伾
pei2  ,2833,鄙
pei2  ,3968,痞
pei2  ,5394,仳
pei2  ,5874,圮
pei2  ,6888,苤
pei3  ,2747,譬
pei3  ,2760,屁
pei3  ,5880,嬖
pei3  ,6143,淠
pei3  ,6403,濞
pei3  ,7398,帔
pei4  ,0734,皮
pei4  ,2136,疲
pei4  ,2550,脾
pei4  ,3906,毗
pei4  ,4179,琵
pei4  ,4541,郫
pei4  ,5392,鼙
pei4  ,5658,蚍
pei4  ,6234,貔
pei4  ,6529,鈚
pei4  ,7004,陴
pei4  ,7083,埤
pei4  ,7399,枇
pei5  ,3636,婢
pek3  ,2808,劈
peng4 ,7400,呯
pik1  ,1809,辟
pik1  ,3015,闢
pik1  ,3101,僻
pik1  ,4075,霹
pik1  ,4247,癖
pik1  ,4306,甓
pik1  ,4596,澼
pik1  ,6254,釽
pik1  ,7061,鷿
pin1  ,0925,編
pin1  ,1096,篇
pin1  ,1115,偏
pin1  ,3443,翩
pin3  ,0468,片
pin3  ,1038,遍
pin3  ,1795,騙
pin4  ,4891,駢
pin4  ,5168,緶
pin4  ,5673,蹁
pin4  ,6950,諞
ping1 ,2250,拚
ping1 ,3848,砰
ping1 ,4239,怦
ping1 ,5411,姘
ping1 ,6327,娉
ping3 ,2678,聘
ping3 ,2690,拼
ping4 ,0125,平
ping4 ,0896,評
ping4 ,1562,瓶
ping4 ,1986,屏
ping4 ,2305,萍
ping4 ,2398,蘋
ping4 ,2736,坪
ping4 ,2861,洴
ping4 ,6650,帡
pit3  ,2961,撇
pit3  ,3744,瞥
pit3  ,6382,氕
piu1  ,1910,飄
piu1  ,1911,漂
piu1  ,4533,縹
piu1  ,4967,嘌
piu1  ,5742,摽
piu1  ,6924,螵
piu3  ,1527,票
piu3  ,6040,驃
piu4  ,4040,瓢
piu4  ,6329,嫖
piu5  ,4028,鰾
piu5  ,4064,瞟
piu5  ,5403,剽
piu5  ,5920,殍
piu5  ,6669,慓
po1   ,1995,頗
po1   ,2461,棵
po2   ,5033,叵
po2   ,5165,笸
po3   ,0541,破
po4   ,1563,婆
po4   ,6798,皤
pok3  ,1896,撲
pok3  ,2290,樸
pok3  ,3170,朴
pok3  ,3529,粕
pok3  ,3757,噗
pok3  ,4060,璞
pok3  ,4542,釙
pok3  ,5739,扑
pong1 ,5322,滂
pong3 ,3332,謗
pong3 ,6603,嗙
pong4 ,1147,旁
pong4 ,2440,龐
pong4 ,4735,螃
pong4 ,7403,徬
pong5 ,2694,蚌
pou1  ,1575,鋪
pou2  ,0778,普
pou2  ,1594,譜
pou2  ,2366,甫
pou2  ,2641,圃
pou2  ,3062,脯
pou2  ,3939,溥
pou2  ,4471,鐠
pou2  ,5599,氆
pou3  ,3661,舖
pou4  ,1950,葡
pou4  ,2477,浦
pou4  ,2486,蒲
pou4  ,2769,袍
pou4  ,3495,菩
pou4  ,4164,匍
pou5  ,1453,抱
pui1  ,1873,坯
pui1  ,2267,胚
pui1  ,6524,醅
pui3  ,0511,配
pui3  ,2190,佩
pui3  ,2878,沛
pui3  ,3887,珮
pui3  ,4889,霈
pui4  ,0857,培
pui4  ,1904,陪
pui4  ,2167,賠
pui4  ,3355,徘
pui4  ,4095,裴
pui5  ,0889,倍
pui5  ,5336,碚
pun1  ,2402,潘
pun3  ,0591,判
pun3  ,3115,泮
pun4  ,1010,盤
pun4  ,1696,盆
pun4  ,4458,磐
pun4  ,5588,槃
pung3 ,1471,碰
pung3 ,5425,掽
pung3 ,5512,踫
pung4 ,2103,蓬
pung4 ,2602,篷
put3  ,2009,潑
put3  ,5020,醱
px1   ,7405,Ｐ
qx1   ,7406,Ｑ
rx1   ,7407,Ｒ
saa1  ,0826,沙
saa1  ,1244,紗
saa1  ,1555,砂
saa1  ,1666,啥
saa1  ,3362,莎
saa1  ,3841,卅
saa1  ,4752,鯊
saa1  ,5462,痧
saa1  ,5664,裟
saa1  ,7408,唦
saa2  ,2655,灑
saa2  ,2805,耍
saa2  ,2978,洒
saai1 ,7424,嘥
saai2 ,2035,徙
saai2 ,3854,舐
saai2 ,4782,璽
saai2 ,5987,葸
saai2 ,6335,屣
saai2 ,6459,纚
saai2 ,6478,蓰
saai2 ,6706,枲
saai2 ,7312,躧
saai3 ,2424,晒
saai3 ,2755,曬
saam1 ,0065,三
saam1 ,2468,衫
saam1 ,5121,仨
saam1 ,5838,釤
saam1 ,6819,穇
saam1 ,6881,芟
saam2 ,6834,糝
saan1 ,0219,山
saan1 ,2285,柵
saan1 ,2627,拴
saan1 ,2842,栓
saan1 ,2954,珊
saan1 ,3376,刪
saan1 ,4260,姍
saan1 ,4472,閂
saan1 ,4679,膻
saan1 ,4775,氙
saan1 ,5098,跚
saan1 ,5323,潸
saan1 ,5797,舢
saan3 ,0762,散
saan3 ,2100,篡
saan3 ,2261,傘
saan3 ,3640,汕
saan3 ,4223,訕
saan3 ,4663,涮
saan3 ,5625,疝
saan4 ,3359,潺
saang1,0026,生
saang1,2611,笙
saang1,3147,琤
saang1,3709,甥
saang2,0404,省
saang2,4670,眚
saap3 ,3751,霎
saap3 ,4943,趿
saap3 ,4953,颯
saap3 ,6377,歃
saap3 ,6552,靸
saap6 ,7228,烚
saat3 ,0842,殺
saat3 ,1254,薩
saat3 ,1927,撒
saat3 ,2576,剎
saat3 ,2891,煞
saat3 ,6686,摋
saat3 ,7143,鎩
saau1 ,2651,梢
saau1 ,3550,捎
saau1 ,5007,艄
saau1 ,5074,筲
saau1 ,6917,蛸
saau2 ,1344,稍
saau3 ,2317,哨
saau3 ,5450,潲
sai1  ,0244,西
sai1  ,1663,篩
sai1  ,3311,硒
sai1  ,3369,嘶
sai1  ,3886,犀
sai1  ,4616,茜
sai1  ,4716,樨
sai1  ,6187,粞
sai1  ,6663,恓
sai2  ,0095,使
sai2  ,1074,洗
sai2  ,1770,駛
sai3  ,0279,世
sai3  ,0492,細
sai3  ,0533,勢
sai3  ,3157,婿
sai3  ,4193,貰
sai6  ,2196,逝
sai6  ,2222,誓
sai6  ,3177,噬
sai6  ,6743,澨
sai6  ,6825,筮
sak1  ,3960,揌
sak1  ,7410,噻
sam1  ,0141,心
sam1  ,0398,深
sam1  ,0478,參
sam1  ,1389,森
sam1  ,1682,芯
sam1  ,4415,琛
sam1  ,4470,郴
sam1  ,5347,綝
sam1  ,7438,蔘
sam2  ,0806,審
sam2  ,1777,沈
sam2  ,2377,嬸
sam2  ,3698,瀋
sam2  ,4256,伈
sam3  ,1822,滲
sam3  ,3441,沁
sam4  ,3351,岑
sam4  ,3619,忱
sam4  ,5145,涔
sam4  ,6505,諶
sam6  ,0433,甚
sam6  ,0440,什
sam6  ,5490,葚
sam6  ,5752,椹
san1  ,0136,新
san1  ,0318,身
san1  ,1052,伸
san1  ,1356,辛
san1  ,1488,申
san1  ,1872,紳
san1  ,2099,鋅
san1  ,3041,薪
san1  ,3498,呻
san1  ,3987,砷
san1  ,4766,娠
san1  ,5940,珅
san1  ,5983,莘
san1  ,6410,燊
san1  ,6503,詵
san1  ,7409,甡
san4  ,0518,神
san4  ,1249,臣
san4  ,1655,晨
san4  ,2562,辰
san4  ,4587,宸
san4  ,5495,蜃
san6  ,2218,慎
san6  ,3054,腎
san6  ,6200,胂
sang1 ,1634,牲
sang3 ,4022,蹭
sang3 ,5898,擤
sap1  ,1053,濕
sap1  ,4437,咂
sap1  ,7439,溼
sap6  ,0064,十
sap6  ,2093,拾
sat1  ,0505,失
sat1  ,0759,室
sat1  ,2630,膝
sat1  ,3137,瑟
sat1  ,3165,虱
sat1  ,7413,蝨
sat6  ,0087,實
sat6  ,2774,湜
sat6  ,4085,寔
sau1  ,0297,收
sau1  ,0609,修
sau1  ,2384,羞
sau1  ,4564,蒐
sau1  ,4826,嗖
sau1  ,5106,颼
sau1  ,5353,脩
sau1  ,5853,餿
sau1  ,6395,溲
sau1  ,6399,滫
sau1  ,6558,饈
sau2  ,0230,手
sau2  ,0499,首
sau2  ,0789,守
sau2  ,1912,搜
sau2  ,2379,艘
sau2  ,3421,嗽
sau2  ,4039,狩
sau2  ,4327,擻
sau2  ,5363,藪
sau2  ,6074,叟
sau2  ,6604,嗾
sau2  ,6805,瞍
sau3  ,1253,秀
sau3  ,1880,瘦
sau3  ,2191,繡
sau3  ,2251,獸
sau3  ,2696,銹
sau3  ,3471,鏽
sau3  ,3869,漱
sau3  ,6424,琇
sau4  ,2001,仇
sau4  ,2197,愁
sau6  ,0290,受
sau6  ,1318,售
sau6  ,1352,授
sau6  ,1667,壽
sau6  ,5005,綬
se1   ,0113,些
se1   ,4801,賒
se2   ,0447,寫
se2   ,2195,捨
se2   ,5054,揳
se3   ,1549,舍
se3   ,1901,卸
se3   ,3013,赦
se3   ,3117,瀉
se3   ,4258,卌
se3   ,4273,猞
se4   ,2553,蛇
se4   ,3778,佘
se5   ,0122,社
se6   ,0668,射
se6   ,5113,麝
sei2  ,0507,死
sei3  ,0119,四
sek3  ,1697,錫
sek6  ,0364,石
sek6  ,3348,碩
sek6  ,5534,鼫
seng1 ,0333,聲
seng1 ,2752,腥
seoi1 ,0368,需
seoi1 ,0401,須
seoi1 ,0630,雖
seoi1 ,1818,衰
seoi1 ,2940,綏
seoi1 ,3302,胥
seoi1 ,5333,睢
seoi1 ,5608,濉
seoi1 ,5984,荽
seoi1 ,6331,嬃
seoi1 ,6457,繻
seoi2 ,0075,水
seoi2 ,5968,糈
seoi2 ,6525,醑
seoi3 ,0960,歲
seoi3 ,1001,稅
seoi3 ,1148,碎
seoi3 ,2329,帥
seoi3 ,6678,挩
seoi4 ,0868,誰
seoi4 ,0910,垂
seoi4 ,4431,陲
seoi5 ,1617,緒
seoi5 ,2857,絮
